label,x1,x2
cluster_1,61.85650355646817,80.32359348132672
cluster_1,57.88520777239611,70.33251523816908
cluster_1,59.60378172649642,78.18419767885734
cluster_1,54.04053480010848,77.70838552097334
cluster_1,53.5498168767821,83.20169488769943
cluster_1,53.06109567031928,77.35133233494282
cluster_1,60.41009583190285,83.38788995482071
cluster_1,54.268355263424155,85.83012028236566
cluster_1,51.36759838349547,82.77568120771737
cluster_1,52.089969822414965,90.16839338867163
cluster_1,59.624451752500335,80.72277338514226
cluster_1,45.05892906363198,79.30205283922828
cluster_1,52.727554136727264,80.72494883042127
cluster_1,46.07913510099058,76.72817849938016
cluster_1,59.29771536364116,86.39449390766153
cluster_1,42.59350599926055,73.00268777257688
cluster_1,50.92775832164714,73.66784648213887
cluster_2,6.227084406365538,19.152726192969922
cluster_2,6.948892770206698,36.502750742812026
cluster_2,13.736967388596051,26.293188618187884
cluster_2,8.24252465035621,13.979863107425842
cluster_2,21.797583525752913,31.19709526365018
cluster_2,14.496354834981165,25.420237372422008
cluster_2,16.41305420080119,29.860905934491313
cluster_2,14.693182748265638,30.154878412047175
cluster_2,8.202457030135644,17.560898895482676
cluster_2,8.175913443065406,14.227304726352811
cluster_2,10.595620524804803,26.396227793433972
cluster_2,10.775898216857547,33.70071250929938
cluster_2,20.51970924376753,20.09148075013951
cluster_2,6.761822702990058,23.59803978857272
cluster_2,12.151351655964806,21.999022151231298
cluster_2,4.355897449489196,37.48686982321871
cluster_2,17.790454607735512,28.084811096900253
cluster_3,7.783459158187809,54.32765715214935
cluster_3,-1.3637752147617475,64.96221148321769
cluster_3,0.3878289649241353,59.82100406951167
cluster_3,5.891235507006834,55.862091154135236
cluster_3,-5.369469761965578,54.23390813096365
cluster_3,-1.6180927226158772,61.32471845055761
cluster_3,-6.605705371661039,63.061541306557956
cluster_3,-3.497819172622414,53.50956668533844
cluster_3,0.8177560624092373,55.120361889445014
cluster_3,-3.666966393569119,57.83885520197491
cluster_3,-6.927114784475523,47.68991431050399
cluster_3,7.12443980020785,55.707419905577744
cluster_3,8.16454604309477,42.55981504594523
cluster_3,-3.041663846000123,66.07703524059048
cluster_3,10.061953818529254,53.70483768006683
cluster_3,-4.7030342423334455,59.148861064933755
cluster_3,-3.019793490709916,65.18578662248075
cluster_4,6.200302858121789,77.32907797126738
cluster_4,7.543580528304638,79.5139594614033
cluster_4,11.313264073879893,76.07085618438573
cluster_4,22.305434430658003,68.86689891439705
cluster_4,5.863016529418764,76.71557254450752
cluster_4,3.1417364822466185,69.93153689657652
cluster_4,2.8302769149881133,85.55495223264539
cluster_4,4.413380982997207,87.4299846519933
cluster_4,3.9610798413700565,78.51939585100747
cluster_4,8.543543751009302,74.93846182559207
cluster_4,-1.17448590743248,78.71338593186175
cluster_4,7.1559935676100865,80.79015831340159
cluster_4,6.1822932095370104,73.29598081924192
cluster_4,8.845787458788731,80.56887634609416
cluster_4,2.3566091602842274,72.78869471984838
cluster_4,11.376675108847873,77.78621677753235
cluster_4,-2.340198503096241,77.19262097051993
cluster_5,60.719997536617676,41.22585084754876
cluster_5,56.777595184041665,34.15799806132851
cluster_5,60.366323702427465,31.378499169908146
cluster_5,55.223958290483424,15.562507704264881
cluster_5,67.03096751477719,32.8670051697296
cluster_5,68.113914370164,29.62760811476074
cluster_5,61.3437935116107,34.81610872347159
cluster_5,53.83959672200521,36.284318861195146
cluster_5,58.43736038775877,36.22793240701475
cluster_5,58.814933659836655,29.79366068853873
cluster_5,56.23487631041199,35.11815385645882
cluster_5,63.81450259433305,27.853490783974046
cluster_5,61.0269358535916,33.965408106506736
cluster_5,55.199254201862075,34.316043176747705
cluster_5,67.48105653622667,34.39550035026777
cluster_5,71.60885515241715,41.13417769357063
cluster_6,37.99575270835456,40.783660461249376
cluster_6,43.37501472099944,42.87469326074724
cluster_6,33.311494303705345,51.741092964595616
cluster_6,38.54513478333723,44.604251216490354
cluster_6,28.432265469674988,44.23968050155511
cluster_6,47.489951037523234,44.94145892072315
cluster_6,46.27957283948005,53.87684616686845
cluster_6,35.64791444310359,54.32183234173172
cluster_6,29.216609657243122,42.38384772122757
cluster_6,36.41712327515144,49.50575567525305
cluster_6,42.916919806357186,45.821099542920756
cluster_6,43.544717332021634,44.40639658547303
cluster_6,31.807334043752796,42.75335643295072
cluster_6,35.12354215609966,52.722743811905964
cluster_6,37.389222866754544,54.15582602256968
cluster_6,34.75229819663424,48.38578789264126
