label,x,y
0,1.746732793635942,3.0544871586827975
0,2.954794561259069,2.6878231359413474
0,1.7587863742364664,2.0887417949372926
0,1.8067411408598424,3.8106116687217995
0,2.8336437038032796,2.930950779539006
0,1.5385365208554957,1.948867511696621
0,1.1038155647205499,2.3750227252968172
0,1.6112337236583396,2.8531236382290475
0,3.5809054583254003,3.6830350940687917
0,1.4945658604418643,1.9692127082501723
0,2.6982155293444436,2.309259879859055
0,2.439034816490273,4.337548288381524
0,3.1391567531368967,2.221274098444018
0,1.0840763223528938,2.0587268317641554
0,-0.11071872329123611,1.8433604913779225
0,1.423789525909449,2.652453740357638
0,1.6664750836364846,2.456746876066251
0,2.5370055995160072,2.025507164294489
0,2.169553082097963,3.621328211867386
0,2.550130897330988,2.174421558539164
0,2.314683485393793,1.5154573946121126
0,1.3553169504152216,3.041878889598994
0,2.542289789332499,1.320064369248534
0,0.7333984545774874,1.6077789215287903
0,1.6235587216364684,2.3938704685295202
0,1.600745949629378,3.1228643638056255
0,0.08316607157151346,0.5942739498787337
0,0.638703945903937,2.037924731264891
0,2.0108848617166966,2.3576295748574863
0,3.198565309649025,1.699476984673769
0,2.901061117156353,2.5360130832544994
0,0.49783420580056714,2.9870494987694007
0,2.0147655166406855,2.8264868391158595
0,1.2991208777689345,3.528163228170378
0,1.5187892046532607,2.3176978031520052
0,3.486302337356947,0.9243987045088657
0,0.6387738730751524,1.9468115846602367
0,3.5599812909625053,2.96281332153375
0,1.7070028789642957,1.1050389232626512
0,1.5055465421901513,3.202764208370959
0,2.855115863709891,3.6311042492627004
0,2.2068238784232297,1.7731386427619558
0,3.081288547089038,1.7462778648620971
0,0.23256007223140718,2.611676030045115
0,1.675106809295419,2.964940613631834
0,2.2879311776639706,2.316772301154448
0,1.2821500827693955,1.0159856671359444
0,1.1514911732281052,1.550001912358855
0,0.6538780799582327,0.47685393165412204
0,0.7121890457900122,3.213668398663681
0,1.8341700449056413,0.7433760743966331
0,3.082762360601987,4.592528835579685
0,2.5260564178430545,3.9124408070672123
0,2.380930183887404,2.104894903622607
0,2.4696027250357098,1.852763562770928
0,3.1755845533358302,2.491438763642481
0,2.673890403408708,3.6877542380185817
0,2.8029200798836196,2.659539867935606
0,2.1639604183248693,1.5583980108697508
0,3.3904697958996994,2.0582174002526705
0,1.8184626951001033,2.85554386549384
0,0.9308193967777554,2.1057872110620273
0,1.4932175689840328,1.4041044092743489
0,2.90427916276775,4.048605123352118
0,2.5293565471173207,0.8348530432422949
0,3.587185507706992,1.1793883354869907
0,1.1999156586312516,1.4406380349493626
0,3.663918767664138,2.5405576426915855
0,1.0855406103243666,1.4891473904601809
0,1.785035720406877,2.255663911479014
0,1.2994815380267344,2.777466984387335
0,1.2381797756613142,2.94874340221735
0,2.4306275804778443,1.8496661749534447
0,0.7340076426117339,1.308926388460701
0,2.3305080356975187,1.293576625734933
0,1.1736550513653827,1.9000790258565383
0,0.9424056471046802,2.960788696024098
0,1.6636799449061044,1.4343043892487861
0,2.376807913589245,0.5290409296938199
0,0.19047659945489426,1.1308522367939249
0,1.7445038761001264,1.8184223534043011
0,2.177156756227298,2.7487909109675988
0,2.400082964741639,2.5184442871202637
0,3.878844394796328,2.9259004509044724
0,0.8643946344493632,0.9529821625112829
0,3.723508853008667,2.130792721715832
0,2.3663163420791085,1.707933960781881
0,3.236623581717716,2.7068704627864015
0,0.5873809700577686,1.9973186413471047
0,2.2764485169842907,0.9359378258916085
0,1.3198308542468784,1.9622153967947948
0,3.0771747626822075,0.09563092884775548
0,3.2538341548290854,0.6718877286472533
0,2.829979715828461,4.5865004059793195
0,1.991631040862817,1.9935721533880058
0,2.660297129747915,2.697756961990563
0,1.6858762441680968,2.5248774713529416
0,1.0892650791381189,3.007472416801917
0,2.196115355091732,3.79934769049329
0,2.1287809178681494,2.1142909009614654
1,9.51531756545459,7.880300433717409
1,8.29720873753603,7.87752593815745
1,6.632759586528611,9.43357514050359
1,6.601595232498234,9.380737310331144
1,8.691233808430264,8.426005583371966
1,8.226757765448934,8.419154959169864
1,7.6621749563646295,7.320439891565035
1,8.75036332746484,7.181646494096309
1,8.166675962222941,8.56495458273737
1,8.090917562477532,8.012554719542907
1,8.661048786491145,8.547881976137852
1,5.624836584309556,7.8507190731534
1,8.509708887372998,8.785308447172334
1,6.750520110892517,7.951210611158316
1,8.511017287398122,7.129230158553052
1,8.016348879283369,8.132973258757156
1,6.154005350304499,8.024801823306387
1,9.103516521970827,8.027983055221442
1,7.862206832951595,6.220108759527946
1,7.433044046553389,7.252381270844592
1,9.066057365491533,8.572612736815609
1,8.40162619679651,8.703212300701033
1,7.512780927900353,7.0602081325986
1,7.790281202373707,6.947645736945788
1,8.4177789117904,8.20377691244966
1,8.690113303656782,8.916622653644868
1,9.309601000674716,8.95176815186928
1,7.979821021067222,9.303433233751441
1,9.919024377625863,8.560977881168938
1,6.625166226008237,7.02415997933518
1,8.507847851527746,8.118656332871266
1,7.411490127508534,7.137381965124541
1,9.769562771313606,8.364307459027126
1,9.462017029351035,6.565335772164168
1,10.24094250644267,7.960614592587483
1,9.32291123995053,8.913251714719646
1,7.7340945871709526,7.5162821862194615
1,8.939156455228284,9.040376546703406
1,8.682162943955465,8.998536512514976
1,5.375792704773282,8.07684311593127
1,6.987336133167334,7.065142659578389
1,9.852121286313633,8.261493119427096
1,7.751039836476211,7.360851293703284
1,7.241732685706655,10.421979916810168
1,9.38468725484653,9.127407228754528
1,8.143591024040463,8.7259097589515
1,8.948256992859086,8.40867920557393
1,9.118260504488891,6.2048185468514365
1,9.360371113699388,7.193065878065974
1,7.461996429504524,8.634561203712764
1,7.144604224197663,8.60535292700236
1,8.5848294108121,9.48916478607402
1,7.777929779860002,6.13779607186749
1,8.924109937562669,8.149108409079814
1,6.0718808048345085,6.995643399261687
1,8.938370701561027,7.502285556047683
1,10.253553455614657,9.843122429041152
1,8.442830425759377,7.666748058380423
1,6.08230812796761,8.13298453369899
1,8.77432517497503,7.42648050417504
1,8.60132327301297,7.54915862818499
1,8.795576149678936,10.099885605968236
1,7.962909396929912,8.759533956561635
1,9.048234579225953,6.829561947924072
1,8.184702404570956,7.858428435010102
1,7.3759848027624635,7.106777147209015
1,7.53489789138359,8.432727509472233
1,8.424890172876667,9.42977754754791
1,8.48106487557459,9.706824429484778
1,8.563930122682208,8.4752009375718
1,8.407451261120142,10.043319998148329
1,8.479374921690605,8.71005956261985
1,8.128425942819906,8.847319838237679
1,8.944146802482031,7.255878676705263
1,7.531851127125874,8.14641724837542
1,7.506182434582593,7.765553171576409
1,7.37802666332273,7.956928441186996
1,7.254652341256957,8.172951157192712
1,7.760393909884218,9.155430464422667
1,9.468559155205538,7.562834537840359
1,7.093690295455934,8.394030659786475
1,7.921479947068285,8.095476378711675
1,8.723596928835972,8.433326551265523
1,6.6682343844861585,8.07841590056574
1,8.891546864351735,7.7959295657433785
1,8.627799152045963,5.167733094605605
1,7.928620156216992,7.446176054541535
1,8.80092213412762,6.62920895937775
1,7.91478384480747,8.923073929403397
1,8.75887749626098,8.229472340849016
1,7.710744248861156,6.763282414113311
1,8.686119739183944,7.588304321560074
1,10.142025908263614,7.081263359153185
1,5.701059808025548,8.347301924313523
1,9.49925925084197,9.737918963458611
1,7.436801286396023,8.14357575068791
1,6.422771405177249,7.785137687070706
1,9.303686893286535,8.02878912352357
1,9.430038430935062,7.939527077909668
1,7.535196946860205,7.679631316148087
